c,L,n,condition,t_min,t_max,points,used_t_min,used_t_max,alpha,low,high,delta_vs_full,delta_low,delta_high,unresolved_fraction,matched_last_time,matched_last_length_ratio
0.5,64,8,blur1,100,20000,28,105,19557,0.1803731287186934,0.17674559542977336,0.1837800361490373,-0.023322934104233417,-0.025318787433977162,-0.0214119161345643,0.0,19557,1.064225647314752
0.5,64,8,blur1,1000,20000,16,1069,19557,0.21310344644893994,0.19662966170563834,0.22821311351897014,-0.018834228347718168,-0.02225169146542899,-0.015899006130049596,0.0,19557,1.064225647314752
0.5,64,8,blur1,1000,200000,28,1069,200000,0.249238831659744,0.24022338338996793,0.2566243763309207,-0.015047113549452512,-0.016891918762608944,-0.012961168569098125,0.0,200000,1.041859466339857
0.5,64,8,blur2,100,20000,28,105,19557,0.12906524474411668,0.12228188084013705,0.13494634240519926,-0.07463081807881014,-0.07946484529590343,-0.07050017867400514,0.0,19557,1.1410382798692722
0.5,64,8,blur2,1000,20000,16,1069,19557,0.1796283502130103,0.16371543944506164,0.19488150860794298,-0.052309324583647815,-0.05693619719975292,-0.048195998815051315,0.0,19557,1.1410382798692722
0.5,64,8,blur2,1000,200000,28,1069,200000,0.22337165253329253,0.21373428697896518,0.23220948360709967,-0.04091429267590399,-0.04409569211980751,-0.037121008437399745,0.0,200000,1.0695516935206553
0.5,64,8,blur1_threshold_minus02,100,20000,28,105,19557,0.17968267479386105,0.17593326878483362,0.18272705990558047,-0.024013388029065774,-0.026066735826087897,-0.022223682043434903,0.0,19557,1.0669293935490638
0.5,64,8,blur1_threshold_minus02,1000,20000,16,1069,19557,0.21423155302171068,0.19770048619939778,0.2300893437825509,-0.01770612177494743,-0.0220509836181637,-0.014322242922991182,0.0,19557,1.0669293935490638
0.5,64,8,blur1_threshold_minus02,1000,200000,28,1069,200000,0.24962856299937372,0.24004800177474672,0.257573064941562,-0.014657382209822795,-0.016886057996144527,-0.012375942714774914,0.0,200000,1.0431530581442223
0.5,64,8,blur1_threshold_plus02,100,20000,28,105,19557,0.18155640470319476,0.17768580072030388,0.18532411646313152,-0.022139658119732064,-0.02411610506140912,-0.020102103731388998,0.0,19557,1.0679762722612873
0.5,64,8,blur1_threshold_plus02,1000,20000,16,1069,19557,0.21453995399650788,0.19819540237739816,0.22900626410935743,-0.01739772080015023,-0.021004472489320615,-0.013902935029786435,0.0,19557,1.0679762722612873
0.5,64,8,blur1_threshold_plus02,1000,200000,28,1069,200000,0.24866936177897156,0.24007672715768164,0.25559659813046776,-0.015616583430224956,-0.0172843602966101,-0.013592253226884194,0.0,200000,1.042677597967095
0.5,64,8,periodic_engine,100,20000,28,105,19557,0.2037733657327938,0.20178362200876504,0.20552296227773845,7.730290986698862e-05,-0.0016783449540970579,0.0018610161136770854,0.0,19557,0.9956799950788155
0.5,64,8,periodic_engine,1000,20000,16,1069,19557,0.23151774235018335,0.2178204492683366,0.2437057413947292,-0.0004199324464747578,-0.0032079720236340118,0.002167923966636951,0.0,19557,0.9956799950788155
0.5,64,8,periodic_engine,1000,200000,28,1069,200000,0.262518601871009,0.2547121368827286,0.2682053124354805,-0.0017673433381875103,-0.0058488983116174575,0.0018305083797065256,0.0,200000,0.9875866316704905
0.5,96,8,full,100,20000,28,105,19557,0.20803752254461774,0.20011647701007537,0.2147362378645169,0.0,0.0,0.0,0.0,19557,1.0
0.5,96,8,full,1000,20000,16,1069,19557,0.24482337604167945,0.23266888287728957,0.2584434401061786,0.0,0.0,0.0,0.0,19557,1.0
0.5,96,8,full,1000,200000,28,1069,200000,0.25935182045255273,0.2541717556153897,0.26494777549745874,0.0,0.0,0.0,0.0,200000,1.0
0.5,96,8,bin2,100,20000,28,105,19557,0.194746029089165,0.18800191115150405,0.2008222908534295,-0.013291493455452746,-0.014818211933712253,-0.01149936878482079,0.0,19557,1.036958966889051
0.5,96,8,bin2,1000,20000,16,1069,19557,0.24147544884656477,0.22910666334954236,0.2567353255436066,-0.003347927195114675,-0.006578238777379905,0.00016819024967753903,0.0,19557,1.036958966889051
0.5,96,8,bin2,1000,200000,28,1069,200000,0.25387693575701836,0.24944478570478792,0.2580186050515228,-0.0054748846955343655,-0.007114186353320377,-0.004074062512187741,0.0,200000,1.0263928688954207
0.5,96,8,bin4,100,20000,28,105,19557,0.13303593886017615,0.12682281063294945,0.1390952199248487,-0.0750015836844416,-0.07722489813072562,-0.07262838461944036,0.0,19557,1.0724298188970434
0.5,96,8,bin4,1000,20000,16,1069,19557,0.1926109038215391,0.18020119683486363,0.20691861216937357,-0.05221247222014036,-0.05690529338055137,-0.04715112669408716,0.0,19557,1.0724298188970434
0.5,96,8,bin4,1000,200000,28,1069,200000,0.22752733501649236,0.22323695715420877,0.23199363000108783,-0.03182448543606037,-0.034181648627786936,-0.029239910194902474,0.0,200000,1.061762908957884
0.5,96,8,blur1,100,20000,28,105,19557,0.18434381362849564,0.17736333308450303,0.1910626466764802,-0.023693708916122103,-0.025133349563722228,-0.02202384731497248,0.0,19557,1.0583374349969554
0.5,96,8,blur1,1000,20000,16,1069,19557,0.2261534083463005,0.21374654956137037,0.24045378678124224,-0.01866996769537896,-0.020427233100464046,-0.017027385837613592,0.0,19557,1.0583374349969554
0.5,96,8,blur1,1000,200000,28,1069,200000,0.2446458376129882,0.2398569801812143,0.24963264721979223,-0.014705982839564535,-0.015511575939942608,-0.013910137458885091,0.0,200000,1.040580290925284
0.5,96,8,blur2,100,20000,28,105,19557,0.13355838414741303,0.1283631983583591,0.13927677285162782,-0.07447913839720471,-0.07813400821196219,-0.0702410695086422,0.0,19557,1.1256520234649905
0.5,96,8,blur2,1000,20000,16,1069,19557,0.1920979846507137,0.18075791941366143,0.20660272799187296,-0.05272539139096574,-0.05631956784323024,-0.04918809942565163,0.0,19557,1.1256520234649905
0.5,96,8,blur2,1000,200000,28,1069,200000,0.21877839142094826,0.21405078230562893,0.22349846900476789,-0.04057342903160446,-0.042045109938135046,-0.03912627391200541,0.0,200000,1.0657448710917217
0.5,96,8,blur1_threshold_minus02,100,20000,28,105,19557,0.18463976221457654,0.1778974569566882,0.19137427089098527,-0.023397760330041206,-0.024878183369375313,-0.021731190168109274,0.0,19557,1.05870749989412
0.5,96,8,blur1_threshold_minus02,1000,20000,16,1069,19557,0.22553310661361337,0.21279614010263115,0.24062102054103862,-0.01929026942806608,-0.02180211719352342,-0.01667758468483859,0.0,19557,1.05870749989412
0.5,96,8,blur1_threshold_minus02,1000,200000,28,1069,200000,0.24458802813105437,0.23998243911968867,0.2492214814951841,-0.014763792321498354,-0.01623726792195302,-0.013350043662305374,0.0,200000,1.0456853343495416
0.5,96,8,blur1_threshold_plus02,100,20000,28,105,19557,0.18545541233728732,0.17871410552752562,0.1918885584340711,-0.02258211020733042,-0.024076306964505072,-0.020813750062970607,0.0,19557,1.0606190525149148
0.5,96,8,blur1_threshold_plus02,1000,20000,16,1069,19557,0.22673347407614233,0.21499893311542911,0.23982207851898218,-0.018089901965537114,-0.019626105626210127,-0.016466802780833425,0.0,19557,1.0606190525149148
0.5,96,8,blur1_threshold_plus02,1000,200000,28,1069,200000,0.24358861426100176,0.23870353732900718,0.24881658587387714,-0.01576320619155097,-0.016592836872548505,-0.015060069126873715,0.0,200000,1.0382445165215464
0.5,96,8,periodic_engine,100,20000,28,105,19557,0.20773314620590513,0.20009247398576627,0.21382541710580097,-0.0003043763387126086,-0.0011710777459482153,0.0005377339831207746,0.0,19557,0.9958962554302525
0.5,96,8,periodic_engine,1000,20000,16,1069,19557,0.24239684653166893,0.23078490554092704,0.2549135456799071,-0.0024265295100105166,-0.004021792704067289,-0.0006239692536460701,0.0,19557,0.9958962554302525
0.5,96,8,periodic_engine,1000,200000,28,1069,200000,0.25757641370729134,0.2520219393828744,0.2634618177759943,-0.0017754067452613875,-0.0038689050170671617,0.0001556690100296415,0.0,200000,0.9916832288312364
0.5,128,8,full,100,20000,28,105,19557,0.20866134358284014,0.20650380496680457,0.21141956697289838,0.0,0.0,0.0,0.0,19557,1.0
0.5,128,8,full,1000,20000,16,1069,19557,0.23563868234943858,0.229155188477102,0.24318998183774101,0.0,0.0,0.0,0.0,19557,1.0
0.5,128,8,full,1000,200000,28,1069,200000,0.2569595684968331,0.25284125611651986,0.26177775963070654,0.0,0.0,0.0,0.0,200000,1.0
0.5,128,8,bin2,100,20000,28,105,19557,0.19427488433411955,0.19165613385609492,0.19738999668094326,-0.01438645924872059,-0.01503908339316399,-0.013611136099902577,0.0,19557,1.0374889770146891
0.5,128,8,bin2,1000,20000,16,1069,19557,0.2311392213456199,0.2237983668769847,0.2388842136222648,-0.004499461003818678,-0.0067701199553547985,-0.0023157818142723772,0.0,19557,1.0374889770146891
0.5,128,8,bin2,1000,200000,28,1069,200000,0.2510820127463402,0.2472076978210861,0.2553823443504921,-0.005877555750492924,-0.006798335995855184,-0.004931072465465017,0.0,200000,1.0246877008757345
0.5,128,8,bin4,100,20000,28,105,19557,0.13180383039948035,0.1289343879784261,0.1350553168301968,-0.07685751318335979,-0.07875299795152817,-0.07469633109755369,0.0,19557,1.088471296922214
0.5,128,8,bin4,1000,20000,16,1069,19557,0.17997911586035512,0.17430213123053956,0.18552625696789635,-0.05565956648908346,-0.059561198746886534,-0.052199599043742884,0.0,19557,1.088471296922214
0.5,128,8,bin4,1000,200000,28,1069,200000,0.22112070138987844,0.2163175337278207,0.22592583209593955,-0.035838867106954664,-0.038008467205203955,-0.0337940951029786,0.0,200000,1.0387742474616486
0.5,128,8,blur1,100,20000,28,105,19557,0.18478504248457753,0.18279404654867287,0.18712683677854183,-0.02387630109826261,-0.024784882929179658,-0.02284290495585044,0.0,19557,1.0615599296189224
0.5,128,8,blur1,1000,20000,16,1069,19557,0.2160885859507399,0.2090422086524829,0.2236844046535424,-0.019550096398698674,-0.020433035748637616,-0.018655659769751403,0.0,19557,1.0615599296189224
0.5,128,8,blur1,1000,200000,28,1069,200000,0.24170976202529723,0.23768378506062882,0.24630824934013873,-0.01524980647153587,-0.015817111379664312,-0.014729145155622571,0.0,200000,1.0359387054765012
0.5,128,8,blur2,100,20000,28,105,19557,0.13173417689648334,0.12912438037969545,0.13532772835782655,-0.0769271666863568,-0.07951991313500963,-0.0744668835101774,0.0,19557,1.1261081604656378
0.5,128,8,blur2,1000,20000,16,1069,19557,0.17881294899078343,0.17129857785676125,0.18611451011158894,-0.05682573335865515,-0.05941045870010971,-0.05397051859878618,0.0,19557,1.1261081604656378
0.5,128,8,blur2,1000,200000,28,1069,200000,0.2153048199705988,0.2114309761899209,0.2196077392384902,-0.0416547485262343,-0.04273815176775259,-0.04086547014287371,0.0,200000,1.0603588220102789
0.5,128,8,blur1_threshold_minus02,100,20000,28,105,19557,0.1853696585766251,0.18305294556675908,0.18806063091508193,-0.023291685006215035,-0.024058321283181233,-0.02238415621662342,0.0,19557,1.0643447590408683
0.5,128,8,blur1_threshold_minus02,1000,20000,16,1069,19557,0.21613577414509863,0.20826820251655517,0.22427016367032407,-0.019502908204339947,-0.02130523945040064,-0.017865442838945235,0.0,19557,1.0643447590408683
0.5,128,8,blur1_threshold_minus02,1000,200000,28,1069,200000,0.24141036415288927,0.23748560528215648,0.2456971902208648,-0.015549204343943829,-0.016434464157926924,-0.014633073379409143,0.0,200000,1.0367370552562405
0.5,128,8,blur1_threshold_plus02,100,20000,28,105,19557,0.1854666176085721,0.1836135852220572,0.18739962368973137,-0.023194725974268027,-0.024202968394348014,-0.022293376936410217,0.0,19557,1.0643545062173636
0.5,128,8,blur1_threshold_plus02,1000,20000,16,1069,19557,0.2160138982217364,0.20928381390908826,0.22288574861593577,-0.01962478412770219,-0.020853702907812115,-0.01835257383479215,0.0,19557,1.0643545062173636
0.5,128,8,blur1_threshold_plus02,1000,200000,28,1069,200000,0.24108704815904114,0.23698169587492932,0.24583971529301835,-0.015872520337791962,-0.016353872265265648,-0.015441668455793112,0.0,200000,1.0358009591628117
0.5,128,8,crop96,100,20000,28,105,19557,0.21112240665489984,0.20837719555936365,0.2139369286577767,0.002461063072059705,0.00032586890247285496,0.004418669940913209,0.0,19557,1.0068903328320018
0.5,128,8,crop96,1000,20000,16,1069,19557,0.24027616397492318,0.231611840310687,0.24939479799399408,0.004637481625484607,0.0006679688802993342,0.008543040667450945,0.0,19557,1.0068903328320018
0.5,128,8,crop96,1000,200000,28,1069,200000,0.2594023165686604,0.25422709990563047,0.2654412706663044,0.0024427480718273165,0.00012830667658102072,0.004843539300824439,0.0,200000,1.0178189767481252
0.5,128,8,crop64,100,20000,28,105,19557,0.2099098571115056,0.2078466188752861,0.21239865758212437,0.0012485135286654514,0.0005089043072370452,0.002003184497595298,0.0,19557,1.0077240417953799
0.5,128,8,crop64,1000,20000,16,1069,19557,0.2374094280644294,0.2313218810641425,0.24432278331550086,0.0017707457149908346,0.0004728979183484937,0.003202954592769527,0.0,19557,1.0077240417953799
0.5,128,8,crop64,1000,200000,28,1069,200000,0.26385590205039844,0.25349133524386763,0.27596709985837964,0.006896333553565337,0.00027722788653962183,0.01522102489860548,0.0,200000,1.057307355829311
0.5,128,8,crop32,100,20000,28,105,19557,0.2074526714982249,0.20133498884869697,0.21337088202600946,-0.0012086720846152255,-0.006233225092144031,0.004187114774911329,0.058333333333333334,19557,1.0324229102819242
0.5,128,8,crop32,1000,20000,16,1069,19557,0.23401596366586477,0.21541687651551877,0.2549346576683193,-0.0016227186835738039,-0.01848700570735435,0.018410849320654576,0.058333333333333334,19557,1.0324229102819242
0.5,128,8,crop32,1000,200000,19,1069,34974,0.24792010448712085,0.22318660835910148,0.2787691186777769,0.0074888874410227735,-0.01445147321014247,0.03728206967505503,0.058333333333333334,34974,1.0555297839240576
0.5,128,8,periodic_engine,100,20000,28,105,19557,0.20866843801065393,0.20661140049285295,0.21101092070731864,7.094427813797433e-06,-0.0009675153798115766,0.0007690552090786325,0.0,19557,1.0024760617318458
0.5,128,8,periodic_engine,1000,20000,16,1069,19557,0.23643434764753696,0.2304074387995228,0.24322245416589025,0.0007956652980983803,-0.0010618465093275992,0.0022730216570915895,0.0,19557,1.0024760617318458
0.5,128,8,periodic_engine,1000,200000,28,1069,200000,0.25774540669922497,0.2527883992882217,0.262864764861736,0.0007858382023918642,-0.00048036625470490585,0.0020902512107943486,0.0,200000,0.9988556926232827
