composition,L,sweep,n_replicas,resolved_all,resolved_x,resolved_y,mean_length_x,mean_length_y,mean_length,standard_error,length_over_L
0.5,64,6273,16,True,16,16,2.5671028441096935,2.558239842735192,2.5626713434224424,0.028085862373259392,0.04004173974097566
0.5,64,7472,16,True,16,16,2.668726729342012,2.690622077871507,2.6796744036067595,0.027827014659478844,0.04186991255635562
0.5,64,8900,16,True,16,16,2.7703361254094956,2.8945265787875694,2.832431352098532,0.034983862756316604,0.04425673987653956
0.5,64,10600,16,True,16,16,2.904246378959307,3.075267606349566,2.9897569926544367,0.025008956688760933,0.046714953010225574
0.5,64,12626,16,True,16,16,3.064581518571683,3.214851690526903,3.139716604549293,0.035616389477438996,0.0490580719460827
0.5,64,15039,16,True,16,16,3.216439785634778,3.3508471551955052,3.2836434704151416,0.04275347020282374,0.05130692922523659
0.5,64,17913,16,True,16,16,3.3463967393633904,3.50180050979708,3.424098624580236,0.048096524670565646,0.053501541009066185
0.5,64,21336,16,True,16,16,3.544798867658995,3.7250007534975964,3.634899810578295,0.06809911423879407,0.05679530954028586
0.5,64,25413,16,True,16,16,3.7657090155643034,3.903261983459238,3.8344854995117705,0.07572374232427088,0.059913835929871415
0.5,64,30270,16,True,16,16,3.8994520358847367,4.187218933229527,4.043335484557131,0.09439621246193233,0.06317711694620518
0.5,64,36055,16,True,16,16,4.048992436382279,4.4420661390938925,4.245529287738086,0.11780080017276143,0.0663363951209076
0.5,64,42945,16,True,16,16,4.265849458532798,4.785842017939334,4.5258457382360655,0.16059774546508954,0.07071633965993852
0.5,64,51152,16,True,16,16,4.561269037472046,4.999986219330107,4.780627628401077,0.17215350246759148,0.07469730669376683
0.5,64,60927,16,True,16,16,4.758705017659523,5.521553147697565,5.140129082678544,0.2584621962389642,0.08031451691685225
0.5,64,72570,16,True,16,16,4.979533884209941,5.834961934250398,5.407247909230169,0.2834041794378985,0.0844882485817214
0.5,64,86439,16,True,16,16,5.1944190821465375,7.026958134525856,6.110688608336197,0.6673570688921866,0.09547950950525308
